日期,星期,分店,假日,天氣,氣溫,促銷,上週同日營收,營收
2026-07-28,星期二,信義店,0,晴,31.2,0,2270,3170
2026-07-28,星期二,板橋店,0,晴,31.2,0,1455,2495
2026-07-28,星期二,中壢店,0,晴,31.2,0,1485,3115
2026-07-29,星期三,信義店,0,晴,33.2,0,5660,3300
2026-07-29,星期三,板橋店,0,晴,33.2,0,4590,1705
2026-07-29,星期三,中壢店,0,晴,33.2,0,5765,3400
2026-07-30,星期四,信義店,0,晴,30.5,0,4445,4255
2026-07-30,星期四,板橋店,0,晴,30.5,0,2750,3855
2026-07-30,星期四,中壢店,0,晴,30.5,0,2935,4720
2026-07-31,星期五,信義店,0,陰,33.0,0,5490,4960
2026-07-31,星期五,板橋店,0,陰,33.0,0,4335,4045
2026-07-31,星期五,中壢店,0,陰,33.0,1,3180,4240
2026-08-01,星期六,信義店,1,雨,25.8,0,4655,3355
2026-08-01,星期六,板橋店,1,雨,25.8,1,3125,5210
2026-08-01,星期六,中壢店,1,雨,25.8,0,4300,3265
2026-08-02,星期日,信義店,1,陰,29.4,0,3710,5250
2026-08-02,星期日,板橋店,1,陰,29.4,0,3820,4755
2026-08-02,星期日,中壢店,1,陰,29.4,0,2605,3850
2026-08-03,星期一,信義店,0,晴,34.4,0,1665,3675
2026-08-03,星期一,板橋店,0,晴,34.4,0,1320,3415
2026-08-03,星期一,中壢店,0,晴,34.4,0,1030,3640
2026-08-04,星期二,信義店,0,雨,27.0,0,3170,3005
2026-08-04,星期二,板橋店,0,雨,27.0,0,2495,2455
2026-08-04,星期二,中壢店,0,雨,27.0,1,3115,2145
2026-08-05,星期三,信義店,0,雨,29.9,0,3300,2235
2026-08-05,星期三,板橋店,0,雨,29.9,0,1705,1605
2026-08-05,星期三,中壢店,0,雨,29.9,0,3400,3485
2026-08-06,星期四,信義店,0,陰,31.8,0,4255,3275
2026-08-06,星期四,板橋店,0,陰,31.8,0,3855,3400
2026-08-06,星期四,中壢店,0,陰,31.8,0,4720,3200
2026-08-07,星期五,信義店,0,晴,30.8,0,4960,6175
2026-08-07,星期五,板橋店,0,晴,30.8,0,4045,4035
2026-08-07,星期五,中壢店,0,晴,30.8,0,4240,3345
2026-08-08,星期六,信義店,1,雨,25.9,0,3355,1995
2026-08-08,星期六,板橋店,1,雨,25.9,0,5210,3695
2026-08-08,星期六,中壢店,1,雨,25.9,0,3265,1845
2026-08-09,星期日,信義店,1,晴,31.4,0,5250,9635
2026-08-09,星期日,板橋店,1,晴,31.4,0,4755,8980
2026-08-09,星期日,中壢店,1,晴,31.4,0,3850,5715
2026-08-10,星期一,信義店,0,晴,30.6,0,3675,4950
2026-08-10,星期一,板橋店,0,晴,30.6,0,3415,2780
2026-08-10,星期一,中壢店,0,晴,30.6,0,3640,2730
2026-08-11,星期二,信義店,0,雨,29.4,0,3005,1825
2026-08-11,星期二,板橋店,0,雨,29.4,0,2455,2300
2026-08-11,星期二,中壢店,0,雨,29.4,0,2145,1430
2026-08-12,星期三,信義店,0,陰,33.8,0,2235,5030
2026-08-12,星期三,板橋店,0,陰,33.8,0,1605,3285
2026-08-12,星期三,中壢店,0,陰,33.8,0,3485,2785
2026-08-13,星期四,信義店,0,晴,27.6,0,3275,3185
2026-08-13,星期四,板橋店,0,晴,27.6,0,3400,4040
2026-08-13,星期四,中壢店,0,晴,27.6,0,3200,2540
2026-08-14,星期五,信義店,0,晴,30.0,1,6175,6555
2026-08-14,星期五,板橋店,0,晴,30.0,0,4035,2530
2026-08-14,星期五,中壢店,0,晴,30.0,0,3345,4435
2026-08-15,星期六,信義店,1,晴,31.5,0,1995,10050
2026-08-15,星期六,板橋店,1,晴,31.5,0,3695,9405
2026-08-15,星期六,中壢店,1,晴,31.5,0,1845,5445
2026-08-16,星期日,信義店,1,陰,28.4,0,9635,7305
2026-08-16,星期日,板橋店,1,陰,28.4,0,8980,5230
2026-08-16,星期日,中壢店,1,陰,28.4,0,5715,3780
2026-08-17,星期一,信義店,0,晴,32.8,0,4950,2375
2026-08-17,星期一,板橋店,0,晴,32.8,0,2780,2835
2026-08-17,星期一,中壢店,0,晴,32.8,0,2730,1905
2026-08-18,星期二,信義店,0,陰,30.4,0,1825,2330
2026-08-18,星期二,板橋店,0,陰,30.4,0,2300,2685
2026-08-18,星期二,中壢店,0,陰,30.4,0,1430,2040
2026-08-19,星期三,信義店,0,晴,29.1,0,5030,4735
2026-08-19,星期三,板橋店,0,晴,29.1,0,3285,2890
2026-08-19,星期三,中壢店,0,晴,29.1,0,2785,3335
2026-08-20,星期四,信義店,0,晴,33.0,0,3185,3215
2026-08-20,星期四,板橋店,0,晴,33.0,0,4040,3195
2026-08-20,星期四,中壢店,0,晴,33.0,0,2540,2705
2026-08-21,星期五,信義店,0,陰,34.1,0,6555,4225
2026-08-21,星期五,板橋店,0,陰,34.1,1,2530,6795
2026-08-21,星期五,中壢店,0,陰,34.1,0,4435,3425
2026-08-22,星期六,信義店,1,晴,29.0,0,10050,5780
2026-08-22,星期六,板橋店,1,晴,29.0,0,9405,6980
2026-08-22,星期六,中壢店,1,晴,29.0,0,5445,4840
2026-08-23,星期日,信義店,1,雨,27.2,0,7305,4525
2026-08-23,星期日,板橋店,1,雨,27.2,0,5230,2500
2026-08-23,星期日,中壢店,1,雨,27.2,0,3780,2140
2026-08-24,星期一,信義店,0,晴,26.8,0,2375,3485
2026-08-24,星期一,板橋店,0,晴,26.8,0,2835,1960
2026-08-24,星期一,中壢店,0,晴,26.8,0,1905,2055
2026-08-25,星期二,信義店,0,雨,26.2,0,2330,2445
2026-08-25,星期二,板橋店,0,雨,26.2,1,2685,2495
2026-08-25,星期二,中壢店,0,雨,26.2,0,2040,1230
2026-08-26,星期三,信義店,0,陰,29.9,0,4735,3825
2026-08-26,星期三,板橋店,0,陰,29.9,0,2890,1930
2026-08-26,星期三,中壢店,0,陰,29.9,0,3335,2885
2026-08-27,星期四,信義店,0,晴,28.1,0,3215,5090
2026-08-27,星期四,板橋店,0,晴,28.1,0,3195,1805
2026-08-27,星期四,中壢店,0,晴,28.1,0,2705,3110
2026-08-28,星期五,信義店,0,晴,29.1,0,4225,5885
2026-08-28,星期五,板橋店,0,晴,29.1,0,6795,4490
2026-08-28,星期五,中壢店,0,晴,29.1,0,3425,3305
2026-08-29,星期六,信義店,1,陰,28.3,0,5780,6920
2026-08-29,星期六,板橋店,1,陰,28.3,0,6980,4930
2026-08-29,星期六,中壢店,1,陰,28.3,0,4840,4460
2026-08-30,星期日,信義店,1,晴,29.8,0,4525,3950
2026-08-30,星期日,板橋店,1,晴,29.8,0,2500,6155
2026-08-30,星期日,中壢店,1,晴,29.8,0,2140,4685
2026-08-31,星期一,信義店,0,晴,31.0,1,3485,4395
2026-08-31,星期一,板橋店,0,晴,31.0,0,1960,3460
2026-08-31,星期一,中壢店,0,晴,31.0,0,2055,2220
