default,student,balance,income
No,Yes,713.798623,32712.868017
No,No,766.762289,37262.351187
No,Yes,1508.805094,35522.745348
No,No,1326.969149,37101.743447
No,No,1154.106044,33937.274272
No,No,1620.87341,57811.791874
No,No,624.809159,41254.762954
No,No,325.516291,41332.621249
No,No,844.564551,48083.740047
No,No,1221.804243,35694.936194
No,No,1110.193038,49031.369297
No,Yes,775.263958,14630.997243
No,No,1073.475973,27703.455187
No,Yes,743.952882,30038.992755
No,No,217.900872,36971.841142
No,Yes,1431.816384,36747.297694
No,Yes,1292.560208,5000.0
No,No,1005.009702,41045.868921
No,Yes,1093.841396,5923.839399
No,No,817.81357,40442.780004
No,No,738.131387,41470.486626
No,No,747.994568,33660.539734
No,Yes,537.800354,39689.161156
No,No,305.491419,46470.639145
No,No,520.25522,29701.178598
No,Yes,244.255465,23405.740187
No,No,1058.380069,45761.028043
No,No,674.761221,44225.053305
No,No,0.0,42076.702947
No,No,454.760624,31298.976912
No,No,967.072357,52725.572038
No,No,1169.789387,47413.013996
No,Yes,879.6991,15709.04569
No,No,845.424033,41334.355472
No,Yes,1382.112025,18178.222626
No,No,929.457144,35046.223542
No,Yes,1627.932969,13192.6099
No,Yes,1616.318029,27446.389295
No,No,1279.087386,33948.917736
No,Yes,380.865812,30576.016501
No,No,87.648057,47285.334133
No,Yes,231.188051,21457.614301
No,No,574.86792,48320.897586
No,No,1136.216539,53793.941945
No,Yes,854.84782,18699.396738
No,No,477.403148,57253.956932
No,No,406.06146,40042.025353
No,No,834.783343,61145.802629
No,Yes,887.936189,17752.869947
No,No,231.558894,8306.175482
No,No,1014.739257,32813.624526
No,Yes,990.983855,26006.137075
No,No,0.0,38992.824868
No,No,799.039398,46336.705478
No,No,637.039222,30428.154368
No,Yes,626.430244,14726.458146
No,No,346.619991,43672.143649
No,No,800.869742,37631.438843
No,Yes,748.004521,17693.45833
No,No,807.034762,37564.777173
No,Yes,776.65373,32019.235294
No,Yes,970.774544,32065.531377
No,Yes,713.272214,25012.408394
No,Yes,455.45866,13297.321017
Yes,Yes,1720.53489,42307.939688
No,No,1164.59954,41768.416445
No,Yes,1771.245588,36799.24422
No,No,653.75402,45948.54486
Yes,Yes,2119.931605,10344.039666
No,No,353.772297,44527.22437
No,No,709.683669,47645.447387
No,No,540.613529,46868.603055
No,No,744.305878,40237.833398
Yes,Yes,1437.502508,25737.910322
No,Yes,1215.915253,16413.504269
No,No,1099.241452,32068.718518
No,No,1184.381282,36283.822995
No,Yes,779.133814,10522.139509
No,No,584.438756,28254.665918
No,Yes,1062.325849,5000.0
No,No,1340.90704,47904.258155
No,No,353.604144,43837.847966
No,No,319.041322,42860.305921
No,No,1600.383436,45389.784402
No,Yes,1034.255056,11002.513621
No,No,921.630138,44022.960405
No,No,890.911901,21505.953762
No,Yes,924.587976,18905.791803
No,Yes,642.982643,18172.597349
No,No,1124.703489,40581.761448
No,No,922.653607,40617.055875
No,No,633.448213,25700.211824
No,Yes,1489.644498,18401.629197
No,Yes,508.341123,11523.893755
No,No,818.287799,29022.048707
Yes,Yes,1795.375061,22418.798303
No,No,451.415986,45652.324606
No,Yes,1005.029866,23561.998907
No,No,807.072543,44955.147734
No,No,936.977529,25401.899667
No,No,418.156041,36078.658697
No,No,430.557104,52187.534743
No,No,218.448335,47481.629819
No,Yes,655.309993,27947.234489
No,No,597.259483,50271.099937
No,No,353.783522,38585.683471
No,No,667.586475,42024.462882
No,No,1187.70068,45632.767954
No,No,383.463142,45693.207057
No,No,1630.635779,40743.329525
No,Yes,690.87779,31454.734504
No,No,836.539791,36406.732787
No,No,1156.327462,45569.368831
No,Yes,1247.404942,21348.915236
Yes,No,1406.690444,45800.966128
No,No,450.038447,23581.605159
No,No,0.0,44972.233228
No,Yes,886.779739,6189.701956
No,No,907.662389,45851.49653
No,Yes,711.685872,5000.0
No,No,1292.815008,42638.517445
No,No,778.827059,41055.186938
No,Yes,1270.132734,20629.108603
No,No,646.066586,56083.705637
No,Yes,0.0,14445.272417
No,No,229.400638,51585.881103
No,No,611.258374,38295.686622
No,No,1105.230072,58127.864997
No,Yes,1610.919997,18477.35288
No,No,1010.920891,25976.136643
No,No,619.957891,54368.971238
No,Yes,1068.50094,25425.641244
No,Yes,798.885803,13216.556431
No,No,307.580637,52540.906102
No,No,996.158032,24658.727539
No,No,984.007997,41720.406082
No,No,622.012596,42945.443188
No,No,835.823534,34981.980002
No,No,1170.815192,51421.227687
No,Yes,823.55208,33103.757657
No,No,0.0,30713.284177
No,No,474.328653,40506.011218
Yes,Yes,1684.580795,21610.384111
No,No,1280.003294,54528.891106
No,No,1071.370969,31015.056002
No,No,0.0,36419.479466
No,Yes,955.035901,22397.422458
No,Yes,1411.568739,5916.238256
No,No,711.962365,45181.468636
No,No,423.361182,51944.114136
No,No,389.577167,44600.647722
No,No,740.126346,27206.763534
No,No,371.823051,34340.802715
No,No,553.804534,65330.764519
No,No,38.0542,29497.438999
No,No,112.166174,42203.562681
No,Yes,1235.800123,8507.741775
No,Yes,1292.564833,34555.767284
No,Yes,1012.852631,15516.390126
No,No,635.700264,38847.226052
No,Yes,1488.101612,20837.59224
No,No,249.948052,47351.126987
No,Yes,537.352335,26423.130874
No,No,264.603329,34976.821328
No,No,485.636138,54580.77443
No,No,890.33585,18308.97317
No,No,1454.066728,22845.565713
No,No,571.492568,45195.589692
No,Yes,1126.945687,18464.210522
No,No,18.713435,39026.430619
No,No,278.289809,51578.155234
No,Yes,963.624333,36597.21864
No,No,866.62188,31694.676151
No,Yes,1456.311212,26831.802628
No,No,875.966448,51671.974835
No,Yes,588.748296,26416.326216
No,No,722.260382,27454.386038
No,No,761.127043,30727.257191
No,No,832.806337,29120.373258
No,No,702.861914,39370.729817
No,No,435.358006,33283.879857
No,No,1092.289183,44505.192404
No,No,870.818065,53299.154216
No,No,941.650924,42992.768334
No,No,0.0,24986.462974
No,Yes,1002.416445,21286.101181
No,Yes,1069.681082,30897.8072
No,No,0.0,45507.091442
Yes,No,2099.858295,38239.312346
No,Yes,578.323443,13688.101549
No,No,582.061118,46550.901403
No,No,846.587363,33652.321314
No,No,1672.350418,46303.150419
No,Yes,336.241021,5000.0
No,No,637.040944,20253.999329
No,No,891.069249,47062.281579
No,No,1407.986833,31066.559491
Yes,No,1114.788282,46176.021971
No,Yes,914.982539,28106.104408
No,Yes,502.654969,24906.960234
No,No,737.184921,37396.393277
No,No,1388.512793,41543.561283
No,No,547.422353,70956.566299
No,Yes,430.48669,5000.0
No,Yes,654.203994,15946.316497
No,No,945.164055,36526.284807
No,Yes,685.584906,17920.862558
No,No,0.0,46197.459521
No,No,249.26605,21412.806285
No,Yes,1258.260566,17615.03518
No,No,0.0,56980.994056
No,Yes,1285.893048,22885.315005
No,No,0.0,43122.319353
No,No,16.4648,57465.754174
No,No,1481.478206,30684.302603
No,No,732.587114,38089.558255
No,No,797.646778,57848.177955
No,No,0.0,57235.215463
Yes,Yes,1736.635262,37543.147596
No,No,0.0,29660.371566
No,No,1545.085718,40328.809973
No,No,764.677275,48246.446579
No,Yes,416.033026,11015.657899
No,No,545.617538,29157.477194
No,No,300.905036,47195.142661
No,Yes,1148.681011,29568.252304
No,No,573.839929,45772.986003
Yes,Yes,1310.697075,39988.610945
No,No,642.050275,49827.142594
No,Yes,826.537858,13771.5491
No,No,585.779585,46461.568094
No,Yes,532.739755,29545.128737
No,No,976.742219,58989.932148
Yes,No,1673.77232,32821.102801
No,No,1356.878207,57041.676639
No,No,832.76796,46964.712451
No,Yes,679.897358,36992.85096
No,No,948.185922,31075.769077
No,Yes,1199.367286,18169.992419
No,No,286.115027,41379.846811
No,No,865.335297,53992.930395
No,No,1321.592425,34651.653919
No,No,936.695409,35743.21599
No,No,1162.080496,42572.194105
Yes,No,1764.843765,30117.062525
No,Yes,1132.459273,9100.354301
No,Yes,203.423125,17728.373208
No,No,0.0,41601.807825
No,Yes,818.749404,13852.208881
No,No,481.267073,29074.474578
No,No,334.291048,40511.504406
No,Yes,991.212163,43470.405394
No,No,1337.520148,56898.903428
No,Yes,820.87399,27185.107351
No,No,718.678133,36750.708017
No,No,663.875037,57653.321859
No,No,1384.84533,59487.954631
No,No,280.29387,33318.326714
No,Yes,1700.243926,17695.726862
No,No,1542.469773,33537.776419
No,No,662.89708,51982.464644
No,No,521.194365,38551.586553
No,No,405.273803,43999.69226
No,No,985.000814,42184.247208
No,No,453.381601,46260.783303
No,No,457.703591,42066.943172
No,No,370.498257,31864.185183
No,No,897.920089,41216.286499
No,No,1019.163573,53751.748652
No,No,652.309496,47389.117139
No,No,1351.954551,45815.818869
No,Yes,1146.392176,15122.196568
No,No,535.838069,28617.348125
No,No,708.934126,39465.69034
No,Yes,209.92277,28223.109546
No,Yes,1340.330494,11696.263745
No,No,716.604839,44777.650405
No,No,986.708861,44983.261187
No,No,741.690071,43004.366806
No,Yes,0.0,31656.689449
No,No,588.79129,34166.317859
No,No,0.0,27576.185803
No,Yes,325.131105,17467.436992
No,No,454.748671,69582.917849
Yes,Yes,1817.019581,19575.048613
No,No,1115.559598,27981.356857
No,No,704.646891,40168.467493
Yes,Yes,1489.037964,21045.846107
No,Yes,1051.850147,10919.183177
No,No,622.514382,34171.365648
No,No,414.154172,26789.136331
No,No,858.374353,30378.531375
No,No,1290.668928,58306.6728
No,Yes,430.658699,24808.414791
No,Yes,1175.685987,18817.162744
No,Yes,446.720274,23016.164792
No,No,492.020484,36683.466559
No,No,330.596132,43081.101502
No,No,1182.980124,48404.103019
No,No,1386.737365,31574.980964
No,Yes,848.962361,12200.965359
No,No,286.301939,53489.59146
No,Yes,966.476501,17371.639604
No,No,1484.106416,38153.990601
No,Yes,1699.057592,33889.771438
No,No,616.823227,25268.096299
No,Yes,485.819753,18358.798628
No,Yes,1204.334288,21729.335682
No,No,722.319465,58032.421099
No,Yes,1259.313014,26914.699544
No,Yes,1725.270028,13359.173685
No,Yes,935.551786,5000.0
No,Yes,1059.723063,11328.209294
No,No,1786.594511,50720.06714
No,No,109.690138,45499.157273
No,No,1556.129892,42371.482601
No,No,0.0,39870.726779
No,Yes,1276.035411,24559.727894
No,Yes,827.34809,28671.931353
No,No,1156.799651,50411.659547
No,Yes,995.5533,25469.898664
No,No,731.831617,28520.792801
No,No,805.237539,58086.465959
No,No,869.168967,39215.490385
No,No,497.662604,53819.846139
No,No,627.895699,37657.532518
No,No,528.001967,39554.018014
No,No,1219.813755,34931.641189
No,Yes,679.498066,13365.637165
No,No,337.085151,39719.051255
No,No,1197.126888,47219.11517
No,Yes,1019.627188,8674.273505
Yes,No,1860.68611,47424.174846
No,Yes,1741.19688,23521.082396
No,No,852.306374,44894.331026
No,No,1414.889593,41812.829331
No,No,249.476251,49342.084112
No,No,1126.787742,42586.395137
No,No,914.817026,36364.249937
No,No,0.0,40510.95036
No,No,794.122313,39522.240458
No,Yes,1375.393018,7315.200725
No,No,369.646455,36265.009097
No,No,688.56762,32430.789744
No,No,853.760688,37700.266857
No,No,801.476248,29287.566417
No,No,1068.471158,47108.088474
No,No,686.353317,53876.662762
No,Yes,1343.746067,5000.0
No,Yes,1062.018669,21528.254962
No,No,879.433903,32952.969461
No,No,1237.999712,52228.305452
No,No,474.426588,41179.964823
No,No,584.933666,70412.188672
No,No,487.713335,19311.063948
No,No,1287.710679,27703.814816
No,Yes,507.775515,5476.553745
No,No,1275.197394,67539.320272
No,Yes,789.907525,30714.506276
No,No,1279.053889,58194.774729
No,No,348.903871,37683.681973
No,No,0.0,41459.285529
No,No,982.920584,60874.220263
No,No,348.179503,43323.745653
No,No,1329.745553,32754.254953
No,No,1184.04695,38257.144563
No,Yes,1222.043967,29414.996441
No,Yes,277.787502,25505.009586
No,Yes,368.613326,10816.550663
No,Yes,0.0,27911.630063
No,No,305.473734,39267.954367
No,No,840.649577,29285.753213
No,No,419.999815,40986.135903
No,No,868.758032,37488.149375
No,No,1181.821036,47534.0367
No,Yes,1080.678154,32524.021589
No,Yes,766.053749,28486.81103
No,No,447.902301,41241.696364
No,No,898.448519,40800.347102
No,No,990.893236,39586.772581
No,No,269.521592,49729.820061
No,No,1198.946763,56884.432336
No,Yes,769.733458,6834.035207
No,No,1109.872283,41204.095803
Yes,Yes,1294.778108,23169.908671
No,No,789.143556,46695.766834
No,No,283.275754,49047.466646
No,Yes,1007.686517,16907.359211
No,Yes,426.44449,31900.060093
No,No,804.360819,52635.158751
No,No,63.596571,21424.79166
No,No,672.851366,41038.298585
No,No,1216.365358,51859.13452
No,Yes,1399.380071,13651.193337
No,No,1066.123865,58723.33943
No,Yes,1354.023842,8986.14322
No,No,1303.709348,27352.24862
No,Yes,561.190597,37397.706554
No,No,837.793261,51108.876298
No,Yes,790.846657,29326.558114
No,Yes,792.035771,8801.927726
No,No,940.297374,59271.523746
No,No,1233.572314,28026.576872
No,Yes,1301.604234,31398.311135
No,No,1298.964301,31380.111091
No,No,656.094684,30972.566262
Yes,No,1744.132401,57949.501247
No,No,1045.139886,59385.031162
No,No,186.288727,59600.973656
No,Yes,1231.778579,26241.319772
No,No,689.684547,43574.932756
No,No,871.510908,38127.148079
No,No,1385.374386,51785.385439
No,No,482.334726,35432.1664
No,Yes,1016.763615,39214.3171
No,Yes,230.618151,13197.781728
No,No,132.768769,49045.300538
No,Yes,1096.51565,25961.274896
No,No,1088.877805,29874.637904
No,Yes,1204.031274,5000.0
No,No,814.54613,50286.030508
No,Yes,593.071057,12588.245309
No,No,1117.841742,34279.842846
No,No,1209.712804,49417.696709
No,No,1170.446372,48421.23347
No,No,1352.529993,31911.551857
No,Yes,881.757074,43435.896517
No,Yes,1189.598434,20381.63203
No,No,891.564696,41187.368176
No,No,867.553526,44014.699496
No,No,1183.247072,39272.170043
No,No,464.315419,37220.517973
No,Yes,1282.13903,7266.408742
No,No,10.431851,42442.586088
No,Yes,1560.33491,19529.003374
No,No,0.0,48691.024004
No,No,974.897149,54620.37015
No,Yes,674.878925,23967.409337
No,Yes,1225.052437,11386.101181
No,No,955.44672,36868.176902
No,No,664.24345,44329.360964
No,No,511.081997,44763.395159
No,Yes,626.722099,6813.331219
No,Yes,1375.471153,5000.0
No,No,280.279244,60705.785614
No,Yes,312.140368,21283.629898
No,No,1136.440075,52031.530817
No,Yes,1089.034975,20183.47036
Yes,No,1342.647602,39837.851415
No,Yes,1930.293532,12529.79553
No,No,1551.048608,34561.838904
No,No,215.560371,35289.739656
No,No,698.480796,53867.923521
No,No,1011.908734,50711.437575
No,Yes,810.123972,20614.553483
No,No,837.65559,40363.885758
No,No,973.695295,26313.516666
No,Yes,1223.788505,5000.0
No,No,1044.572542,43739.233606
No,Yes,678.425693,34116.925304
No,Yes,932.811784,22418.085103
No,Yes,893.292444,11402.292223
Yes,No,1488.290541,33175.873708
No,Yes,507.975912,19891.162083
No,No,558.764367,33081.034665
No,No,1186.733778,47927.531901
No,Yes,900.079893,26225.075929
No,No,1043.12574,35516.506144
No,No,371.333688,50634.462574
No,Yes,1074.069916,12385.358449
No,Yes,756.181643,25621.02092
No,No,932.988319,29241.510444
No,No,781.495741,47120.452508
No,No,468.855072,35610.859551
No,No,229.215351,39442.059697
No,Yes,1281.57185,8803.169856
No,No,189.505373,36956.103882
No,No,1294.09118,50599.403336
No,No,449.635075,40452.486635
No,No,26.665273,47694.933958
Yes,No,1096.325918,61694.511428
No,No,359.037828,47304.750914
No,No,747.053926,44810.226108
No,Yes,1564.841427,9653.663661
No,No,1649.159146,35398.863625
No,No,227.276301,48128.08766
No,Yes,1150.493783,16242.902595
No,No,193.391323,51921.776557
No,No,1422.676492,41744.653714
No,No,1158.917072,54551.350479
No,No,760.632427,29603.245025
No,No,958.906116,44183.058888
Yes,Yes,1510.087883,13613.508708
No,No,460.90574,39475.626474
No,No,245.843183,29051.220527
No,No,484.299084,32608.585936
No,No,1027.37468,40137.201834
No,No,277.553711,52988.519828
No,No,649.445059,42919.444885
No,No,625.215906,30091.94602
No,No,1201.535327,45781.905942
No,No,1361.78639,43701.799806
No,No,285.342802,37507.579717
No,Yes,784.306498,12127.502889
No,No,1270.624072,43368.687767
No,Yes,643.446501,19155.266993
No,Yes,1728.773747,25743.969694
No,No,0.0,47169.800686
No,Yes,1212.58867,25007.757152
No,No,170.289858,23950.876992
No,Yes,1264.912924,30440.310161
No,No,675.178374,40576.185191
No,No,602.286026,45872.012244
No,Yes,0.0,17086.609695
No,Yes,1106.186869,27276.101024
No,Yes,173.779702,20236.34533
No,Yes,1339.91312,5000.0
No,Yes,36.58575,22672.001202
No,No,229.621722,30826.851868
No,No,965.292125,64511.133001
No,Yes,922.257459,16608.828692
No,No,718.90839,23068.87207
No,Yes,1639.250976,21266.563552
No,Yes,736.39029,12059.594816
No,No,719.412776,33927.765697
No,No,1069.321446,37907.809295
No,No,1377.047582,41647.667498
No,No,888.534977,57266.014939
No,No,609.033963,48704.324833
No,Yes,882.022934,24592.821605
No,No,1079.429015,66299.466028
No,No,0.0,40963.451771
No,No,25.023739,49238.207708
No,No,508.101393,39395.1113
No,No,0.0,46971.856225
No,No,1120.408439,41697.01916
No,No,1366.446008,25665.835679
No,No,956.084522,35391.987867
No,No,921.088149,39053.494931
No,No,853.010646,32782.822713
No,No,518.682063,42896.097945
No,No,1005.840751,43149.87071
No,No,1096.774769,43124.072433
No,No,1174.449448,43877.526412
No,No,952.111929,39459.31693
No,No,0.0,35901.074918
No,No,258.554826,37568.864942
No,No,619.863574,14762.006009
No,Yes,1317.349147,17411.323837
No,No,505.955263,42219.694048
No,No,821.197041,56999.400951
No,No,875.538845,38128.343428
No,Yes,354.146969,5000.0
No,No,528.74288,45769.483549
Yes,No,2240.785673,20947.957603
No,No,1180.534137,52962.185202
No,No,848.996707,49699.251627
No,No,544.764422,45606.080675
No,No,1582.923249,36752.338711
No,No,1209.671017,40781.279451
No,No,975.499333,31629.144189
No,Yes,696.831277,5805.382383
No,No,723.170512,42193.975868
No,No,0.0,36105.196058
No,Yes,557.855805,22841.447985
No,No,554.430643,36853.396832
No,No,220.142472,53503.471038
No,No,606.196498,43054.743122
No,No,257.363009,24077.186507
No,No,913.110205,32171.695977
No,Yes,954.163392,5565.641251
No,Yes,1129.201948,22976.756737
No,Yes,334.391664,12213.007682
No,No,523.908624,34417.394532
No,No,419.983465,46494.057586
No,No,531.224265,10713.526411
No,Yes,1113.995436,25828.109698
No,No,259.239208,47867.046797
No,Yes,607.477572,5000.0
No,No,672.775885,26137.575412
No,No,1045.792786,38243.757388
No,Yes,1199.375073,7476.881918
No,No,1098.213043,44764.198753
No,No,376.095513,49776.303577
No,Yes,1316.237776,17256.649748
No,No,1239.362013,65480.144351
Yes,Yes,1620.776625,30214.9664
No,Yes,829.719599,15197.555204
No,Yes,987.491241,24229.196253
No,Yes,955.780131,10922.820666
No,No,1456.173331,37152.160218
No,No,848.959264,45235.623743
No,Yes,494.981109,7926.304743
No,No,666.790316,54680.338002
No,No,1208.912911,35785.365572
No,No,1257.413436,42864.500524
Yes,No,1612.450473,30772.716566
No,No,265.47271,45271.706095
No,Yes,1825.221365,28176.040868
No,No,94.345876,50043.265014
No,No,586.723959,40787.502116
No,No,223.536837,39875.020833
No,No,169.796627,30785.99229
No,Yes,375.158703,40417.963339
No,No,470.175721,39160.631457
No,No,372.098558,25353.080638
No,No,720.781495,49160.960726
No,No,1357.22792,21832.577524
No,No,990.154144,53346.687214
No,Yes,681.882439,7896.134884
No,No,284.471099,42192.718474
No,Yes,1566.459494,5672.062853
No,No,457.245835,61578.482805
No,No,97.114077,40668.47521
No,No,559.659958,39198.036314
No,No,585.563773,54416.436733
No,No,574.181422,54675.906419
No,No,929.998015,53916.665573
No,No,687.610055,41739.824693
No,Yes,1175.182075,40160.776382
No,Yes,979.753578,17543.383651
No,No,1352.716342,31092.618946
No,No,359.659927,49307.444916
No,Yes,1480.076617,18722.154314
No,Yes,1473.553177,6810.57429
No,Yes,856.968071,27255.09305
No,Yes,226.993917,12990.310117
No,No,1058.373548,36859.775686
No,No,350.266323,61295.35094
No,No,1570.141805,29675.185526
No,No,70.391151,52157.794662
No,Yes,961.866262,8333.867336
No,No,653.613535,37754.888782
No,No,719.061367,35688.702836
No,No,68.467569,35443.31393
No,No,1092.150213,61488.911366
No,Yes,1389.427248,31758.600666
No,No,182.961463,34001.28498
No,No,837.418302,35627.53176
No,Yes,452.588365,27926.301272
No,Yes,667.599768,28103.967017
No,No,356.405202,39772.170164
No,No,538.802001,37858.519829
No,Yes,646.587986,22281.028647
No,No,910.493786,48128.338251
No,No,984.644904,36436.816162
No,Yes,1335.129621,9652.834339
No,No,539.084434,46878.025781
No,Yes,385.910145,18855.020495
No,No,1389.5313,45458.513219
No,No,0.0,38182.047869
No,Yes,1327.265971,28926.846609
No,No,1579.138221,39832.047666
No,Yes,1005.222716,26459.372755
No,No,914.72932,65323.184942
No,No,1207.502402,55743.157792
Yes,Yes,1383.566534,20673.845194
No,No,526.125482,52301.911995
No,Yes,1511.179425,26799.547238
No,No,989.320678,27566.42824
Yes,No,1458.268157,48037.668386
No,Yes,1108.9524,14392.630838
No,No,1032.757313,30772.530816
No,No,915.170055,47207.830012
Yes,No,1573.601542,46806.783009
No,Yes,951.050527,18322.173056
No,No,530.033471,43618.915968
No,No,1072.421286,33877.47486
No,No,730.678132,38430.304706
No,No,1001.230553,41952.746617
No,Yes,920.218756,19919.384566
No,No,1165.425283,47862.16545
No,No,1145.979358,31423.863438
No,No,424.870844,53167.511384
No,No,628.228022,45014.385908
No,No,830.145146,33227.08342
No,No,366.58464,72504.912097
No,No,495.619008,45817.079759
No,No,1416.010172,48173.822094
No,Yes,217.360951,28424.275143
No,No,683.254522,27161.821503
No,No,1124.844817,43335.87686
No,No,1260.627232,33463.338648
No,Yes,772.375777,5000.0
No,No,837.40354,47975.550832
No,Yes,786.650923,19730.241092
No,Yes,898.816033,23320.50795
No,Yes,1233.406643,5000.0
Yes,No,1367.257732,40884.397916
No,No,204.255664,40769.861513
No,Yes,944.693668,12128.418539
No,No,293.701219,30422.820841
No,Yes,956.238767,23406.893659
Yes,Yes,2025.737669,24256.965366
No,No,1282.346456,41381.178159
No,No,747.835338,32991.282252
No,No,1327.887123,55789.351651
No,No,664.058589,49232.480785
No,No,0.0,48130.045954
No,No,874.527195,30924.901814
No,No,854.458394,58921.073109
No,No,1042.682186,32870.696757
No,No,928.183917,38371.274552
Yes,No,1403.338125,30997.066716
No,No,1417.770281,41508.004975
No,No,606.11519,34921.447838
No,Yes,1764.433163,31370.646289
No,No,786.961973,49687.069146
No,Yes,454.449057,5000.0
No,No,0.0,19496.255175
No,No,1276.074397,31317.997256
No,Yes,633.277388,13682.183957
No,No,891.389577,30235.731341
No,No,521.066999,30495.674666
No,No,420.37002,39352.658851
No,No,1264.77297,35164.323607
No,Yes,680.423358,25651.86373
No,Yes,102.723564,30116.335625
No,No,587.798297,35809.901709
No,No,0.0,28352.698611
No,No,618.846928,30779.871508
No,No,1338.926757,21692.047958
No,No,491.237787,66473.845026
No,No,640.527114,33678.541449
No,Yes,1062.893516,26771.316274
No,No,474.375202,34381.564658
No,No,81.878627,34085.344136
No,Yes,901.168193,32875.366938
No,No,696.726895,38154.358954
No,No,590.233341,46900.232293
No,No,1321.869441,44540.225106
No,Yes,498.49167,28427.545634
No,Yes,952.121959,8189.178512
No,No,147.169743,51011.210275
No,No,439.914127,37630.428086
No,No,680.1921,50197.058637
No,No,328.840073,30476.114167
No,No,1472.052053,25289.557017
No,No,930.350737,53912.217309
No,No,923.06168,51173.888836
No,Yes,950.606554,10813.441843
No,No,1215.076732,35270.491837
Yes,No,1589.897761,46616.166899
No,No,976.341998,35298.230805
No,No,180.714496,34243.727991
No,No,622.431441,27449.784319
No,Yes,930.101756,13344.946808
No,Yes,580.448977,21281.525766
No,Yes,828.766157,19539.002621
No,No,0.0,19734.082751
No,No,410.291933,51895.308536
No,No,951.205791,28478.779767
No,No,187.295318,28700.608068
No,No,891.821942,47528.331695
No,Yes,1311.846196,31247.13096
No,No,602.842138,58141.13456
No,No,722.637211,45977.127561
No,No,696.031095,31468.222144
No,Yes,1412.484355,26202.644064
No,No,837.20622,46286.60778
No,Yes,1570.496753,7909.083099
No,No,1140.680607,52963.936467
No,No,1198.11961,40671.956953
No,No,1029.366666,24404.549205
No,No,563.782057,39959.230429
No,Yes,933.651957,17925.93413
No,Yes,1221.953777,13469.458535
No,No,796.602294,26506.045647
No,No,1043.256503,53585.28022
No,Yes,953.444526,25845.240052
No,No,550.198098,16613.564234
No,Yes,781.589132,22764.975901
Yes,Yes,2026.707575,25123.40001
No,Yes,1029.79347,15672.433759
No,No,602.027605,48383.075447
No,Yes,496.843017,21542.892271
No,No,735.680956,41256.23494
No,No,1297.642788,38711.406944
No,No,901.97591,37667.910311
No,No,362.563474,33002.134145
No,No,534.201931,51771.376148
No,No,648.327042,37930.653333
No,No,892.445287,61870.044315
No,No,1224.874611,50140.233438
No,No,342.237275,46217.039839
No,No,847.203476,49644.32108
No,No,0.0,47797.965765
No,No,215.441746,52590.788248
No,No,711.980666,43710.489229
No,Yes,515.717468,32706.61965
Yes,No,1517.691016,41732.544851
No,No,329.820302,43483.948419
No,No,416.337856,51401.921285
No,Yes,688.029217,5000.0
Yes,No,2137.235472,36586.746784
No,No,1705.362266,59668.342157
No,No,574.092742,53113.144867
No,Yes,105.10014,11952.37933
No,No,1248.557201,67085.802936
No,No,0.0,48761.526667
No,Yes,1356.434302,36518.595655
No,Yes,1194.407478,11879.113519
Yes,Yes,1529.132114,14494.284115
No,No,1055.423761,33339.76138
No,No,922.299863,43732.138778
No,No,1075.430575,54005.596517
No,Yes,298.635406,26481.346824
No,No,589.769737,43107.611535
No,No,344.717637,36054.069422
No,No,1173.437035,27703.363555
No,No,129.774869,52565.961283
No,No,1307.633051,45989.635943
No,No,518.255402,49431.659226
No,No,728.237744,31472.403108
No,No,813.223889,47399.303623
No,No,152.132621,43517.947313
No,Yes,677.769023,6870.935859
No,No,565.156198,46445.526049
No,Yes,1074.730622,19732.826286
No,No,203.106041,43066.428266
No,No,791.382309,40445.09266
No,No,98.063595,42237.508362
No,No,296.401685,50470.156971
No,No,1337.606304,41341.681498
No,No,889.708944,48759.238658
No,No,290.804469,49400.531202
No,No,1036.117769,49938.712484
No,No,1516.581379,28002.842393
No,No,149.202945,36557.033436
No,No,838.266649,38505.265146
No,No,916.448825,45589.020549
No,No,501.145109,37625.969015
No,No,415.770405,55555.300596
No,Yes,1889.82117,15451.160186
No,No,0.0,33467.633123
No,Yes,168.666792,11151.158002
No,No,549.609725,50574.943043
No,Yes,0.0,15519.51263
No,Yes,668.534401,15374.343993
No,No,761.997354,57698.801048
No,No,740.968193,28406.126262
No,No,558.802173,36883.083998
No,No,924.874065,44123.415371
No,No,571.551974,64956.839055
No,Yes,1088.460922,5000.0
No,No,896.985833,32256.04958
No,No,399.763536,42355.364737
No,No,615.253512,49599.588362
No,No,457.46594,32512.333369
No,No,1327.767188,38947.871161
No,Yes,1022.735534,39057.237979
No,No,171.288103,32953.165117
No,No,227.424641,49350.618595
No,No,971.517699,46021.748113
No,Yes,1315.225307,27511.796212
No,No,875.365394,27345.416635
No,No,931.147659,31366.869251
No,Yes,1261.41849,22592.940174
No,No,730.372948,37559.449938
No,No,344.236239,38907.444816
No,No,1042.444402,56885.296022
No,Yes,3.793095,46570.299669
No,No,227.890203,40234.141819
No,No,954.676427,57187.382774
No,No,1190.130971,46806.972833
No,No,1292.217311,23155.908666
No,No,266.757804,46251.359295
No,No,964.104682,41809.327349
No,No,804.243934,43730.082146
Yes,No,1504.50877,49700.642448
No,No,780.493967,46919.470609
No,Yes,764.420795,22423.474264
No,No,625.029995,52498.385846
No,No,711.007858,52566.157989
No,No,473.850054,45252.171441
No,No,1086.187812,41713.317147
